condition_id,family,stage,strict_accuracy,valid_only_accuracy,balanced_accuracy,accuracy_minus_always_no,always_no_accuracy,always_yes_accuracy,balanced_accuracy_minus_chance,beats_always_no_strictly,binary_correct,binary_evaluable,binary_evaluable_coverage,binary_incorrect,completion_rate,completion_status,display_name,duplicate_exact_key_count,eligible_for_primary_ranking,expected_record_count,expected_records,f1_yes,false_negative_rate,false_positive_rate,fn,fp,generation,invalid_prediction_count,invalid_prediction_rate,is_complete,majority_class_accuracy,majority_class_label,missing_prediction_count,missing_prediction_rate,missing_records,negative_predictive_value,negative_stage_contrast_note,no_prediction_rate,no_rate_among_valid_predictions,precision_yes,prediction_no,prediction_unknown,prediction_yes,sensitivity,similar_minus_unrelated_balanced_accuracy,similar_minus_unrelated_strict_accuracy,similar_minus_unrelated_valid_only_accuracy,specificity,stage_record_counts.Round 1: True Tag,stage_record_counts.Round 2: Unrelated Tag,stage_record_counts.Round 3: Similar Tag,strict_accuracy_confidence_interval_95,strict_false_negative_or_unresolved_rate,strict_false_positive_or_unresolved_rate,strict_sensitivity,strict_specificity,tn,total,tp,truth_no,truth_yes,unique_exact_key_count,unique_stage_pmid_count,unknown_handling,unknown_prediction_count,unknown_prediction_rate,unresolved_prediction,unresolved_truth_no,unresolved_truth_yes,unresolved_with_valid_truth,valid_binary_evaluable_count,valid_only_accuracy_confidence_interval_95,valid_only_balanced_accuracy,valid_prediction_count,valid_prediction_coverage,variant,yes_prediction_rate,yes_rate_among_valid_predictions
interactive.legacy_0.8B.ABA,interactive,Round 1: True Tag,0.074,0.4966442953020134,,0.074,0.0,1.0,,True,74,149,0.149,75,0.407,partial_or_invalid,Interactive ABA — legacy,0,False,1000,3000,0.6636771300448431,0.5033557046979866,,75,,legacy,0,0.0,False,1.0,Yes,0,0.0,1779,0.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.075,0.5033557046979866,1.0,75,851,74,0.4966442953020134,,,,,1000,221,,"[0.05935499258410698, 0.09190540564558597]",0.926,,0.074,,,1000,74,,1000,1221,1221,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,851,0.851,851,,851,851,149,"[0.41746244831818713, 0.5759948242849672]",,149,0.149,ABA,0.074,0.4966442953020134
interactive.legacy_0.8B.ABA,interactive,Round 2: Unrelated Tag,0.2579185520361991,0.7037037037037037,,-0.7420814479638009,1.0,0.0,,False,57,81,0.3665158371040724,24,0.407,partial_or_invalid,Interactive ABA — legacy,0,False,1000,3000,,,0.2962962962962963,,24,legacy,0,0.0,False,1.0,No,0,0.0,1779,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.2579185520361991,0.7037037037037037,0.0,57,140,24,,,,,0.7037037037037037,1000,221,,"[0.20472085917208527, 0.3193882594876988]",,0.7420814479638009,,0.2579185520361991,57,221,,221,,1221,1221,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,140,0.6334841628959276,140,140,,140,81,"[0.5968803504924756, 0.7920804295165405]",,81,0.3665158371040724,ABA,0.1085972850678733,0.2962962962962963
interactive.legacy_0.8B.ABA,interactive,Round 3: Similar Tag,,,,,,,,,0,0,,0,0.407,partial_or_invalid,Interactive ABA — legacy,0,False,1000,3000,,,,,,legacy,0,,False,,No,0,,1779,,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,,,,,,,,,,,,1000,221,,,,,,,,,,,,1221,1221,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,,0,,,,0,,,0,,ABA,,
interactive.rejudge_2B.ABA,interactive,Round 1: True Tag,0.664,0.664,,0.664,0.0,1.0,,True,664,1000,1.0,336,1.0,complete,Interactive ABA — rejudged by 2B,0,True,1000,3000,0.798076923076923,0.336,,336,,rejudge_2B,0,0.0,True,1.0,Yes,0,0.0,0,0.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.336,0.336,1.0,336,,664,0.664,,-0.07099999999999995,-0.07099999999999995,,1000,1000,1000,"[0.6341464130394475, 0.6925984101772905]",0.33599999999999997,,0.664,,,1000,664,,1000,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.6341464130394475, 0.6925984101772905]",,1000,1.0,ABA,0.664,0.664
interactive.rejudge_2B.ABA,interactive,Round 2: Unrelated Tag,0.831,0.831,,-0.16900000000000004,1.0,0.0,,False,831,1000,1.0,169,1.0,complete,Interactive ABA — rejudged by 2B,0,True,1000,3000,,,0.169,,169,rejudge_2B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.831,0.831,0.0,831,,169,,,-0.07099999999999995,-0.07099999999999995,0.831,1000,1000,1000,"[0.806516311368376, 0.8529503745141864]",,0.16900000000000004,,0.831,831,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.806516311368376, 0.8529503745141864]",,1000,1.0,ABA,0.169,0.169
interactive.rejudge_2B.ABA,interactive,Round 3: Similar Tag,0.76,0.76,,-0.24,1.0,0.0,,False,760,1000,1.0,240,1.0,complete,Interactive ABA — rejudged by 2B,0,True,1000,3000,,,0.24,,240,rejudge_2B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.76,0.76,0.0,760,,240,,,-0.07099999999999995,-0.07099999999999995,0.76,1000,1000,1000,"[0.7325666107750539, 0.7854434748124575]",,0.24,,0.76,760,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.7325666107750539, 0.7854434748124575]",,1000,1.0,ABA,0.24,0.24
interactive.rejudge_2B.BAB,interactive,Round 1: True Tag,0.732,0.732,,0.732,0.0,1.0,,True,732,1000,1.0,268,1.0,complete,Interactive BAB — rejudged by 2B,0,True,1000,3000,0.8452655889145496,0.268,,268,,rejudge_2B,0,0.0,True,1.0,Yes,0,0.0,0,0.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.268,0.268,1.0,268,,732,0.732,,-0.05700000000000005,-0.05700000000000005,,1000,1000,1000,"[0.7036985754211434, 0.758525808641559]",0.268,,0.732,,,1000,732,,1000,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.7036985754211434, 0.758525808641559]",,1000,1.0,BAB,0.732,0.732
interactive.rejudge_2B.BAB,interactive,Round 2: Unrelated Tag,0.774,0.774,,-0.22599999999999998,1.0,0.0,,False,774,1000,1.0,226,1.0,complete,Interactive BAB — rejudged by 2B,0,True,1000,3000,,,0.226,,226,rejudge_2B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.774,0.774,0.0,774,,226,,,-0.05700000000000005,-0.05700000000000005,0.774,1000,1000,1000,"[0.7470576210232625, 0.7988453153266535]",,0.22599999999999998,,0.774,774,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.7470576210232625, 0.7988453153266535]",,1000,1.0,BAB,0.226,0.226
interactive.rejudge_2B.BAB,interactive,Round 3: Similar Tag,0.717,0.717,,-0.28300000000000003,1.0,0.0,,False,717,1000,1.0,283,1.0,complete,Interactive BAB — rejudged by 2B,0,True,1000,3000,,,0.283,,283,rejudge_2B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.717,0.717,0.0,717,,283,,,-0.05700000000000005,-0.05700000000000005,0.717,1000,1000,1000,"[0.6882916278055017, 0.7440475590117673]",,0.28300000000000003,,0.717,717,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.6882916278055017, 0.7440475590117673]",,1000,1.0,BAB,0.283,0.283
interactive.robust_0.8B.ABA,interactive,Round 1: True Tag,0.773,0.773,,0.773,0.0,1.0,,True,773,1000,1.0,227,1.0,complete,Interactive ABA — 0.8B judge,0,True,1000,3000,0.8719684151156232,0.227,,227,,robust_0.8B,0,0.0,True,1.0,Yes,0,0.0,0,0.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.227,0.227,1.0,227,,773,0.773,,-0.03200000000000003,-0.03200000000000003,,1000,1000,1000,"[0.7460212141343303, 0.7978893757325567]",0.22699999999999998,,0.773,,,1000,773,,1000,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.7460212141343303, 0.7978893757325567]",,1000,1.0,ABA,0.773,0.773
interactive.robust_0.8B.ABA,interactive,Round 2: Unrelated Tag,0.46,0.46,,-0.54,1.0,0.0,,False,460,1000,1.0,540,1.0,complete,Interactive ABA — 0.8B judge,0,True,1000,3000,,,0.54,,540,robust_0.8B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.46,0.46,0.0,460,,540,,,-0.03200000000000003,-0.03200000000000003,0.46,1000,1000,1000,"[0.42932142688110647, 0.49098471379773795]",,0.54,,0.46,460,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.42932142688110647, 0.49098471379773795]",,1000,1.0,ABA,0.54,0.54
interactive.robust_0.8B.ABA,interactive,Round 3: Similar Tag,0.428,0.428,,-0.5720000000000001,1.0,0.0,,False,428,1000,1.0,572,1.0,complete,Interactive ABA — 0.8B judge,0,True,1000,3000,,,0.572,,572,robust_0.8B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.428,0.428,0.0,428,,572,,,-0.03200000000000003,-0.03200000000000003,0.428,1000,1000,1000,"[0.3976662531744177, 0.4588848000475022]",,0.5720000000000001,,0.428,428,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.3976662531744177, 0.4588848000475022]",,1000,1.0,ABA,0.572,0.572
interactive.robust_0.8B.BAB,interactive,Round 1: True Tag,0.781,0.781,,0.781,0.0,1.0,,True,781,1000,1.0,219,1.0,complete,Interactive BAB — 0.8B judge,0,True,1000,3000,0.8770353733857383,0.219,,219,,robust_0.8B,0,0.0,True,1.0,Yes,0,0.0,0,0.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.219,0.219,1.0,219,,781,0.781,,-0.056999999999999995,-0.056999999999999995,,1000,1000,1000,"[0.7543184071059555, 0.8055309546251624]",0.21899999999999997,,0.781,,,1000,781,,1000,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.7543184071059555, 0.8055309546251624]",,1000,1.0,BAB,0.781,0.781
interactive.robust_0.8B.BAB,interactive,Round 2: Unrelated Tag,0.453,0.453,,-0.5469999999999999,1.0,0.0,,False,453,1000,1.0,547,1.0,complete,Interactive BAB — 0.8B judge,0,True,1000,3000,,,0.547,,547,robust_0.8B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.453,0.453,0.0,453,,547,,,-0.056999999999999995,-0.056999999999999995,0.453,1000,1000,1000,"[0.42238588647477426, 0.483973828822868]",,0.5469999999999999,,0.453,453,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.42238588647477426, 0.483973828822868]",,1000,1.0,BAB,0.547,0.547
interactive.robust_0.8B.BAB,interactive,Round 3: Similar Tag,0.396,0.396,,-0.604,1.0,0.0,,False,396,1000,1.0,604,1.0,complete,Interactive BAB — 0.8B judge,0,True,1000,3000,,,0.604,,604,robust_0.8B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.396,0.396,0.0,396,,604,,,-0.056999999999999995,-0.056999999999999995,0.396,1000,1000,1000,"[0.36614144983616576, 0.4266545159288297]",,0.604,,0.396,396,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.36614144983616576, 0.4266545159288297]",,1000,1.0,BAB,0.604,0.604
interactive.robust_0.8B.BAB_swapped_labels,interactive,Round 1: True Tag,0.797,0.797,,0.797,0.0,1.0,,True,797,1000,1.0,203,1.0,complete,Interactive BAB — displayed labels swapped,0,True,1000,3000,0.8870339454646633,0.203,,203,,swapped_labels,0,0.0,True,1.0,Yes,0,0.0,0,0.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.203,0.203,1.0,203,,797,0.797,,-0.056999999999999995,-0.056999999999999995,,1000,1000,1000,"[0.7709550842197117, 0.8207718212398687]",0.20299999999999996,,0.797,,,1000,797,,1000,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.7709550842197117, 0.8207718212398687]",,1000,1.0,BAB_swapped_labels,0.797,0.797
interactive.robust_0.8B.BAB_swapped_labels,interactive,Round 2: Unrelated Tag,0.449,0.449,,-0.5509999999999999,1.0,0.0,,False,449,1000,1.0,551,1.0,complete,Interactive BAB — displayed labels swapped,0,True,1000,3000,,,0.551,,551,swapped_labels,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.449,0.449,0.0,449,,551,,,-0.056999999999999995,-0.056999999999999995,0.449,1000,1000,1000,"[0.4184254667345993, 0.47996486263092736]",,0.5509999999999999,,0.449,449,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.4184254667345993, 0.47996486263092736]",,1000,1.0,BAB_swapped_labels,0.551,0.551
interactive.robust_0.8B.BAB_swapped_labels,interactive,Round 3: Similar Tag,0.392,0.392,,-0.608,1.0,0.0,,False,392,1000,1.0,608,1.0,complete,Interactive BAB — displayed labels swapped,0,True,1000,3000,,,0.608,,608,swapped_labels,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.392,0.392,0.0,392,,608,,,-0.056999999999999995,-0.056999999999999995,0.392,1000,1000,1000,"[0.3622102251883648, 0.42261635464451514]",,0.608,,0.392,392,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.3622102251883648, 0.42261635464451514]",,1000,1.0,BAB_swapped_labels,0.608,0.608
statement.legacy_0.8B,statement,Round 1: True Tag,0.047,0.3983050847457627,,0.047,0.0,1.0,,True,47,118,0.118,71,0.49,partial_or_invalid,Statement — legacy,0,False,1000,3000,0.5696969696969697,0.6016949152542372,,71,,legacy,0,0.0,False,1.0,Yes,0,0.0,1530,0.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.071,0.6016949152542372,1.0,71,882,47,0.3983050847457627,,,,,1000,470,,"[0.0355271051063845, 0.06193993808152845]",0.953,,0.047,,,1000,47,,1000,1470,1470,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,882,0.882,882,,882,882,118,"[0.314526855599215, 0.4884958574223093]",,118,0.118,independent_statements,0.047,0.3983050847457627
statement.legacy_0.8B,statement,Round 2: Unrelated Tag,0.24680851063829787,0.90625,,-0.7531914893617021,1.0,0.0,,False,116,128,0.2723404255319149,12,0.49,partial_or_invalid,Statement — legacy,0,False,1000,3000,,,0.09375,,12,legacy,0,0.0,False,1.0,No,0,0.0,1530,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.24680851063829787,0.90625,0.0,116,342,12,,,,,0.90625,1000,470,,"[0.20998613303587318, 0.28773616295667453]",,0.7531914893617021,,0.24680851063829787,116,470,,470,,1470,1470,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,342,0.7276595744680852,342,342,,342,128,"[0.8432700274269215, 0.945556195600853]",,128,0.2723404255319149,independent_statements,0.02553191489361702,0.09375
statement.legacy_0.8B,statement,Round 3: Similar Tag,,,,,,,,,0,0,,0,0.49,partial_or_invalid,Statement — legacy,0,False,1000,3000,,,,,,legacy,0,,False,,No,0,,1530,,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,,,,,,,,,,,,1000,470,,,,,,,,,,,,1470,1470,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,,0,,,,0,,,0,,independent_statements,,
statement.older_pydantic_0.8B,statement,Round 1: True Tag,0.594,0.6520307354555434,,0.594,0.0,1.0,,True,594,911,0.911,317,1.0,complete,Statement — older Pydantic,0,True,1000,3000,0.7893687707641196,0.34796926454445665,,317,,older_pydantic,0,0.0,True,1.0,Yes,0,0.0,0,0.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.317,0.34796926454445665,1.0,317,89,594,0.6520307354555434,,-0.10899999999999999,-0.1009513059631556,,1000,1000,1000,"[0.5632592745396628, 0.6240212948650526]",0.406,,0.594,,,1000,594,,1000,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,89,0.089,89,,89,89,911,"[0.6205198008318387, 0.6822649028227987]",,911,0.911,independent_statements,0.594,0.6520307354555434
statement.older_pydantic_0.8B,statement,Round 2: Unrelated Tag,0.877,0.8894523326572008,,-0.123,1.0,0.0,,False,877,986,0.986,109,1.0,complete,Statement — older Pydantic,0,True,1000,3000,,,0.1105476673427992,,109,older_pydantic,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.877,0.8894523326572008,0.0,877,14,109,,,-0.10899999999999999,-0.1009513059631556,0.8894523326572008,1000,1000,1000,"[0.8551887673529645, 0.8959258567489271]",,0.123,,0.877,877,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,14,0.014,14,14,,14,986,"[0.8683480706783608, 0.9075337568165209]",,986,0.986,independent_statements,0.109,0.1105476673427992
statement.older_pydantic_0.8B,statement,Round 3: Similar Tag,0.768,0.7885010266940452,,-0.23199999999999998,1.0,0.0,,False,768,974,0.974,206,1.0,complete,Statement — older Pydantic,0,True,1000,3000,,,0.21149897330595482,,206,older_pydantic,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.768,0.7885010266940452,0.0,768,26,206,,,-0.10899999999999999,-0.1009513059631556,0.7885010266940452,1000,1000,1000,"[0.7408422968503318, 0.7931065606014108]",,0.23199999999999998,,0.768,768,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,26,0.026,26,26,,26,974,"[0.7617467423052283, 0.8129885534121252]",,974,0.974,independent_statements,0.206,0.21149897330595482
statement.rejudge_2B,statement,Round 1: True Tag,0.561,0.561,,0.561,0.0,1.0,,True,561,1000,1.0,439,1.0,complete,Statement — rejudged by 2B,0,True,1000,3000,0.7187700192184499,0.439,,439,,rejudge_2B,0,0.0,True,1.0,Yes,0,0.0,0,0.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.439,0.439,1.0,439,,561,0.561,,-0.050000000000000044,-0.050000000000000044,,1000,1000,1000,"[0.5300663276081151, 0.5914668078566473]",0.43899999999999995,,0.561,,,1000,561,,1000,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.5300663276081151, 0.5914668078566473]",,1000,1.0,independent_statements,0.561,0.561
statement.rejudge_2B,statement,Round 2: Unrelated Tag,0.937,0.937,,-0.06299999999999994,1.0,0.0,,False,937,1000,1.0,63,1.0,complete,Statement — rejudged by 2B,0,True,1000,3000,,,0.063,,63,rejudge_2B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.937,0.937,0.0,937,,63,,,-0.050000000000000044,-0.050000000000000044,0.937,1000,1000,1000,"[0.920205076295354, 0.9504503367882711]",,0.06299999999999994,,0.937,937,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.920205076295354, 0.9504503367882711]",,1000,1.0,independent_statements,0.063,0.063
statement.rejudge_2B,statement,Round 3: Similar Tag,0.887,0.887,,-0.11299999999999999,1.0,0.0,,False,887,1000,1.0,113,1.0,complete,Statement — rejudged by 2B,0,True,1000,3000,,,0.113,,113,rejudge_2B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.887,0.887,0.0,887,,113,,,-0.050000000000000044,-0.050000000000000044,0.887,1000,1000,1000,"[0.8658784472486151, 0.9051596416835653]",,0.11299999999999999,,0.887,887,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.8658784472486151, 0.9051596416835653]",,1000,1.0,independent_statements,0.113,0.113
statement.robust_0.8B,statement,Round 1: True Tag,0.72,0.72,,0.72,0.0,1.0,,True,720,1000,1.0,280,1.0,complete,Statement — 0.8B judge,0,True,1000,3000,0.8372093023255813,0.28,,280,,robust_0.8B,0,0.0,True,1.0,Yes,0,0.0,0,0.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.28,0.28,1.0,280,,720,0.72,,-0.0040000000000000036,-0.0040000000000000036,,1000,1000,1000,"[0.6913699270789491, 0.7469462991874067]",0.28,,0.72,,,1000,720,,1000,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.6913699270789491, 0.7469462991874067]",,1000,1.0,independent_statements,0.72,0.72
statement.robust_0.8B,statement,Round 2: Unrelated Tag,0.627,0.627,,-0.373,1.0,0.0,,False,627,1000,1.0,373,1.0,complete,Statement — 0.8B judge,0,True,1000,3000,,,0.373,,373,robust_0.8B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.627,0.627,0.0,627,,373,,,-0.0040000000000000036,-0.0040000000000000036,0.627,1000,1000,1000,"[0.5965940413088956, 0.6564339620357734]",,0.373,,0.627,627,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.5965940413088956, 0.6564339620357734]",,1000,1.0,independent_statements,0.373,0.373
statement.robust_0.8B,statement,Round 3: Similar Tag,0.623,0.623,,-0.377,1.0,0.0,,False,623,1000,1.0,377,1.0,complete,Statement — 0.8B judge,0,True,1000,3000,,,0.377,,377,robust_0.8B,0,0.0,True,1.0,No,0,0.0,0,1.0,Negative values mean Similar Tag cases were harder than Unrelated Tag cases.,0.623,0.623,0.0,623,,377,,,-0.0040000000000000036,-0.0040000000000000036,0.623,1000,1000,1000,"[0.5925457108141824, 0.6525129065983711]",,0.377,,0.623,623,1000,,1000,,3000,3000,Strict accuracy and balanced accuracy count unresolved predictions as failures; valid-only metrics exclude them.,0,0.0,0,,,,1000,"[0.5925457108141824, 0.6525129065983711]",,1000,1.0,independent_statements,0.377,0.377
