condition_id,total_records,argmax_confidence_ece,brier_score,complete_all_framings_count,confidence_provenance,coverage,coverage_within_scope,display_name,eligible_count,expected_calibration_error,fallback_circularity_warning,fallback_rate_among_known,framing,generated_high_confidence_count,generated_high_confidence_error_count,generated_high_confidence_error_rate,generated_prediction_agreement_count,generated_prediction_agreement_eligible,generated_prediction_agreement_rate,high_confidence_count,high_confidence_error_count,high_confidence_error_rate,high_confidence_threshold,interpretation_note,mean_argmax_confidence_correct,mean_argmax_confidence_error,mean_generated_label_confidence_correct,mean_generated_label_confidence_error,negative_log_likelihood,probability_field,roc_auc,scope,scope_record_count,status,threshold_accuracy,threshold_accuracy_confidence_interval_95,threshold_correct_count
interactive.robust_0.8B.BAB,,0.24968094847301459,0.297285972054115,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — 0.8B judge,1966,0.24968094847301459,True,,yes_no,,,,1966,1966,1.0,,,,,"On fallback records, the final prediction was selected from the Yes/No confidence argmax; prediction/agreement is therefore circular for that framing.",,,,,0.7987544783830598,verdict_prob_belongs,0.5474342737553106,fallback,1966,computed,0.43845371312309256,,
interactive.robust_0.8B.BAB,,0.28211335841929364,0.2994063450928368,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — 0.8B judge,1966,0.28211335841929364,False,,true_false,,,,1593,1966,0.8102746693794507,,,,,,,,,,0.7984721534321402,boolean_prob_true,0.6306772250815122,fallback,1966,computed,0.39216683621566634,,
interactive.robust_0.8B.BAB,,0.1746718772678852,0.27856649444887555,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — 0.8B judge,1966,0.1746718772678852,False,,debater_ab_converted,,,,999,1966,0.5081383519837233,,,,,,,,,,0.7589878811506866,debater_prob_yes,0.49835908939847123,fallback,1966,computed,0.5020345879959308,,
interactive.robust_0.8B.BAB_swapped_labels,3000,0.2699685675773339,0.30198063739130826,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive BAB — displayed labels swapped,3000,0.2699685675773339,,0.6633333333333333,yes_no,1,1,1.0,2431,3000,0.8103333333333333,1,1,1.0,0.9,,0.6220762519026055,0.6394124420783225,0.5490405614858068,0.6193486007218993,0.8084016065558032,verdict_prob_belongs,0.5372405,all,,computed,0.42833333333333334,"[0.41072887520617823, 0.4461210931111185]",1285
interactive.robust_0.8B.BAB_swapped_labels,3000,0.28934830463699185,0.29882552991446115,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive BAB — displayed labels swapped,3000,0.28934830463699185,,0.6633333333333333,true_false,0,0,,1939,3000,0.6463333333333333,0,0,,0.9,,0.6348822232751689,0.6269785790842144,0.5221605094050085,0.5846616347560045,0.7969853247361938,boolean_prob_true,0.60707975,all,,computed,0.38433333333333336,"[0.36708514391448455, 0.4018773630906409]",1153
interactive.robust_0.8B.BAB_swapped_labels,3000,0.3003942671974037,0.34308941595893916,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive BAB — displayed labels swapped,3000,0.3003942671974037,,0.6633333333333333,debater_ab_converted,131,58,0.44274809160305345,1592,3000,0.5306666666666666,236,115,0.4872881355932203,0.9,,0.790831713000667,0.7948291974359306,0.517293038541282,0.5191798612609418,0.95161569767546,debater_prob_yes,0.505936,all,,computed,0.5046666666666667,"[0.4867809792879964, 0.5225404181239006]",1514
interactive.robust_0.8B.BAB_swapped_labels,,0.3054162135598575,0.31075425968668613,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — displayed labels swapped,1010,0.3054162135598575,False,,yes_no,,,,441,1010,0.43663366336633663,,,,,,,,,,0.827036023666985,verdict_prob_belongs,0.5078096248607985,non_fallback,1010,computed,0.401980198019802,,
interactive.robust_0.8B.BAB_swapped_labels,,0.333469844266322,0.31432292694531894,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — displayed labels swapped,1010,0.333469844266322,False,,true_false,,,,350,1010,0.3465346534653465,,,,,,,,,,0.8299439844728435,boolean_prob_true,0.5773339259854036,non_fallback,1010,computed,0.32772277227722774,,
interactive.robust_0.8B.BAB_swapped_labels,,0.30033453281064487,0.33918754788376876,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — displayed labels swapped,1010,0.30033453281064487,False,,debater_ab_converted,,,,533,1010,0.5277227722772277,,,,,,,,,,0.9417614946313977,debater_prob_yes,0.5078478604782319,non_fallback,1010,computed,0.5108910891089109,,
interactive.robust_0.8B.BAB_swapped_labels,,0.251977551274646,0.29752769341224705,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — displayed labels swapped,1990,0.251977551274646,True,,yes_no,,,,1990,1990,1.0,,,,,"On fallback records, the final prediction was selected from the Yes/No confidence argmax; prediction/agreement is therefore circular for that framing.",,,,,0.7989439375697258,verdict_prob_belongs,0.5467998709576549,fallback,1990,computed,0.44170854271356785,,
interactive.robust_0.8B.BAB_swapped_labels,,0.2672441742881973,0.2909600168485484,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — displayed labels swapped,1990,0.2672441742881973,False,,true_false,,,,1589,1990,0.7984924623115578,,,,,,,,,,0.7802575627593011,boolean_prob_true,0.6206375264388166,fallback,1990,computed,0.4130653266331658,,
interactive.robust_0.8B.BAB_swapped_labels,,0.3004245846499797,0.3450697610624176,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — displayed labels swapped,1990,0.3004245846499797,False,,debater_ab_converted,,,,1059,1990,0.5321608040201005,,,,,,,,,,0.9566170771098834,debater_prob_yes,0.5036345459129801,fallback,1990,computed,0.5015075376884423,,
statement.legacy_0.8B,1470,,,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,,Statement — legacy,,,,,,,,,,,,,,,,,,,,,,,,all,,not_applicable_no_confidence_fields,,,
statement.older_pydantic_0.8B,3000,,,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,,Statement — older Pydantic,,,,,,,,,,,,,,,,,,,,,,,,all,,not_applicable_no_confidence_fields,,,
statement.rejudge_2B,3000,0.14504599433567394,0.16070791140398225,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Statement — rejudged by 2B,3000,0.14504599433567394,,0.0,yes_no,953,28,0.02938090241343127,2430,3000,0.81,977,28,0.028659160696008188,0.9,,0.8390561784709877,0.6962804390530906,0.7749790373283232,0.5940244555064085,0.4759490936577843,verdict_prob_belongs,0.895384,all,,computed,0.739,"[0.7229858707572383, 0.7544028395520559]",2217
statement.rejudge_2B,3000,0.1140810500252262,0.19233863463920012,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Statement — rejudged by 2B,3000,0.11408105002522614,,0.0,true_false,13,0,0.0,2305,3000,0.7683333333333333,13,0,0.0,0.9,,0.7681740210452843,0.6833213416010523,0.6796694796040353,0.5948425765618652,0.5635857374793485,boolean_prob_true,0.80162325,all,,computed,0.6793333333333333,"[0.662411586625115, 0.6957963996320682]",2038
statement.rejudge_2B,3000,0.2332662902002073,0.30641747418776294,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Statement — rejudged by 2B,3000,0.2332662902002073,,0.0,debater_ab_converted,1,0,0.0,1490,3000,0.49666666666666665,1,0,0.0,0.9,,0.7187432344269487,0.7191646243996099,0.4991529702155637,0.5112718182777496,0.8261929610591744,debater_prob_yes,0.50181775,all,,computed,0.49366666666666664,"[0.47579570144424593, 0.5115538306396081]",1481
statement.rejudge_2B,,0.14504599433567394,0.16070791140398225,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Statement — rejudged by 2B,3000,0.14504599433567394,False,,yes_no,,,,2430,3000,0.81,,,,,,,,,,0.4759490936577843,verdict_prob_belongs,0.895384,non_fallback,3000,computed,0.739,,
statement.rejudge_2B,,0.1140810500252262,0.19233863463920012,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Statement — rejudged by 2B,3000,0.11408105002522614,False,,true_false,,,,2305,3000,0.7683333333333333,,,,,,,,,,0.5635857374793485,boolean_prob_true,0.80162325,non_fallback,3000,computed,0.6793333333333333,,
statement.rejudge_2B,,0.2332662902002073,0.30641747418776294,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Statement — rejudged by 2B,3000,0.2332662902002073,False,,debater_ab_converted,,,,1490,3000,0.49666666666666665,,,,,,,,,,0.8261929610591744,debater_prob_yes,0.50181775,non_fallback,3000,computed,0.49366666666666664,,
statement.robust_0.8B,3000,0.38507677162991183,0.3658003009997772,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Statement — 0.8B judge,3000,0.38507677162991183,,0.2986666666666667,yes_no,64,29,0.453125,1597,3000,0.5323333333333333,115,65,0.5652173913043478,0.9,,0.7369610289325719,0.7194974529133826,0.4722970944243013,0.6001773593893295,0.9788059911632655,verdict_prob_belongs,0.6061985,all,,computed,0.36566666666666664,"[0.34861451313190883, 0.38306240422562865]",1097
statement.robust_0.8B,3000,0.13444844374780973,0.22988366297219412,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Statement — 0.8B judge,3000,0.1344484437478098,,0.2986666666666667,true_false,0,0,,1708,3000,0.5693333333333334,0,0,,0.9,,0.5877670958960969,0.5632779808936599,0.5349731535956117,0.4810738095316532,0.6519811532967986,boolean_prob_true,0.633563,all,,computed,0.614,"[0.596444055655596, 0.6312643668350296]",1842
statement.robust_0.8B,3000,0.2783950069804368,0.3353174965851948,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Statement — 0.8B judge,3000,0.2783950069804368,,0.2986666666666667,debater_ab_converted,80,31,0.3875,1475,3000,0.49166666666666664,140,77,0.55,0.9,,0.7673386547120634,0.7666839158857884,0.4957040975389073,0.5069025860201635,0.920150616487261,debater_prob_yes,0.511769,all,,computed,0.48966666666666664,"[0.47180319820596484, 0.5075565646676918]",1469
statement.robust_0.8B,,0.4069807593493475,0.37851080942402554,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Statement — 0.8B judge,2104,0.4069807593493475,False,,yes_no,,,,701,2104,0.33317490494296575,,,,,,,,,,1.0111086499823794,verdict_prob_belongs,0.6082239691828655,non_fallback,2104,computed,0.3445817490494297,,
statement.robust_0.8B,,0.15295113478964328,0.2306758578756141,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Statement — 0.8B judge,2104,0.1529511347896433,False,,true_false,,,,1334,2104,0.6340304182509505,,,,,,,,,,0.6535690093794854,boolean_prob_true,0.6298397471563935,non_fallback,2104,computed,0.6083650190114068,,
statement.robust_0.8B,,0.2852288892997573,0.33811773042712334,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Statement — 0.8B judge,2104,0.2852288892997573,False,,debater_ab_converted,,,,1003,2104,0.4767110266159696,,,,,,,,,,0.9254547446795561,debater_prob_yes,0.5046903778614165,non_fallback,2104,computed,0.4833650190114068,,
statement.robust_0.8B,,0.33364151475302284,0.33595330353926534,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Statement — 0.8B judge,896,0.33364151475302284,True,,yes_no,,,,896,896,1.0,,,,,"On fallback records, the final prediction was selected from the Yes/No confidence argmax; prediction/agreement is therefore circular for that framing.",,,,,0.9029524262576679,verdict_prob_belongs,0.6131374535629854,fallback,896,computed,0.41517857142857145,,
statement.robust_0.8B,,0.0910001603192184,0.2280234195829133,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Statement — 0.8B judge,896,0.09100016031921838,False,,true_false,,,,374,896,0.4174107142857143,,,,,,,,,,0.6482525269597751,boolean_prob_true,0.6484215435583217,fallback,896,computed,0.6272321428571429,,
statement.robust_0.8B,,0.267053881161581,0.3287419474742376,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Statement — 0.8B judge,896,0.267053881161581,False,,debater_ab_converted,,,,472,896,0.5267857142857143,,,,,,,,,,0.907695386892854,debater_prob_yes,0.5262888449311955,fallback,896,computed,0.5044642857142857,,
